,NPP_capacity,NPP_capex_alpha,NPP_FOM_alpha,NPP_VOM_alpha,BOP_capacity,BOP_minimum,BOP_capex_alpha,BOP_FOM_alpha,BOP_VOM_alpha,TES_capacity,TES_capex_alpha,TES_FOM_alpha,TES_VOM_alpha,TES_sqrt_rte,PointProbability,ProbabilityWeight
0,0.7333333333333334,-1333333333.3333333,-43733333.333333336,-8257.4,0.4,0.3,-633333333.3333334,-46666666.66666667,-666.6666666666667,5.0,-11572000.0,-14000.0,-3000.0,0.6324555320336759,1.0,1.0
1,0.7333333333333334,-1333333333.3333333,-43733333.333333336,-8257.4,0.4,0.3,-633333333.3333334,-46666666.66666667,-2000.0,5.0,-11572000.0,-14000.0,-3000.0,0.6324555320336759,1.0,1.0
2,0.7333333333333334,-1333333333.3333333,-43733333.333333336,-8257.4,0.4,0.3,-500000000.0,-46666666.66666667,-2000.0,5.0,-11572000.0,-14000.0,-3000.0,0.6324555320336759,1.0,1.0
3,0.7333333333333334,-1333333333.3333333,-48000000.0,-8257.4,0.4,0.3,-500000000.0,-46666666.66666667,-2000.0,5.0,-11572000.0,-14000.0,-3000.0,0.6324555320336759,1.0,1.0
4,0.7333333333333334,-1333333333.3333333,-48000000.0,-8257.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-14000.0,-3000.0,0.6324555320336759,1.0,1.0
5,1.0,-1333333333.3333333,-48000000.0,-8257.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-14000.0,-3000.0,0.6324555320336759,1.0,1.0
6,1.0,-1333333333.3333333,-48000000.0,-8257.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-14000.0,-20333.333333333332,0.6324555320336759,1.0,1.0
7,1.0,-1333333333.3333333,-48000000.0,-7155.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-14000.0,-20333.333333333332,0.6324555320336759,1.0,1.0
8,1.0,-1333333333.3333333,-48000000.0,-7155.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-33333.33333333333,-20333.333333333332,0.6324555320336759,1.0,1.0
9,1.0,-1600000000.0,-48000000.0,-7155.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-33333.33333333333,-20333.333333333332,0.6324555320336759,1.0,1.0
10,1.0,-1600000000.0,-48000000.0,-7155.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,5.0,-11572000.0,-33333.33333333333,-20333.333333333332,0.8537285614107557,1.0,1.0
11,1.0,-1600000000.0,-48000000.0,-7155.4,0.4,0.3,-500000000.0,-60000000.0,-2000.0,2.3333333333333335,-11572000.0,-33333.33333333333,-20333.333333333332,0.8537285614107557,1.0,1.0
12,1.0,-1600000000.0,-48000000.0,-7155.4,0.6,0.3,-500000000.0,-60000000.0,-2000.0,2.3333333333333335,-11572000.0,-33333.33333333333,-20333.333333333332,0.8537285614107557,1.0,1.0
